STCODE,FORMAT,REPBLK,SUBPLOT,YEAR,MONTH,DAY,TRANSECT,STATION,TRAPTYPE,SPECIES,CAPSTATUS,LIVEDEAD,TAGLEFT,TAGRIGHT,TOENUMBER,BODYLENGTH,TAILLENGTH,WEIGHT,SEX,REPSTATUS,DEADNUMBER,NOTENUMBER1,PROCESSED,PUBIC,PREG
WE026,1,3,15,1997,10,2,2,8,S,TATO,P,L,302,,,12.50,11.30,86.0,F,NL,,1,,,
WE026,1,3,15,1997,10,3,2,6,S,TATO,R,L,302,,,,,,F,NL,,,,,
WE026,1,3,15,1997,10,2,2,8,P,SCOR,N,L,,,,9.30,3.50,44.0,F,NL,,2,,,
WE026,1,3,15,1997,10,2,1,5,S,PEMA,N,L,312,,,7.30,8.10,14.0,F,NL,,,,,
WE026,1,3,15,1997,10,2,1,8,S,TATO,N,L,303,,,13.30,11.40,85.0,M,TR,,,,,
WE026,1,3,15,1997,10,2,3,2,S,GLSA,N,L,309,,,17.10,14.30,150.0,M,TR,,,,,
WE026,1,3,15,1997,10,2,3,3,S,GLSA,N,L,318,,,14.90,12.80,91.0,M,TR,,,,,
WE026,1,3,15,1997,10,2,3,4,S,TATO,R,L,,310,,,,,M,TR,,,,,
WE026,1,3,15,1997,10,2,3,7,S,ZATR,N,L,243,,,8.30,14.50,36.0,F,NL,,,,,
WE026,1,3,15,1997,10,2,4,2,S,PEMA,N,L,216,,,7.50,8.10,13.0,F,NL,,,,,
WE026,1,3,15,1997,10,2,4,3,S,TATO,N,D,,,,,,,F,NL,2,,,,
WE026,1,3,15,1997,10,2,4,6,S,PEMA,N,L,313,,,6.40,8.10,12.0,F,NL,,,,,
WE026,1,3,15,1997,10,2,4,4,S,PEMA,N,L,335,,,8.20,8.00,11.0,M,TR,,,,,
WE026,1,3,15,1997,10,3,4,9,S,PEMA,N,L,372,,,7.20,7.30,15.0,F,NL,,,,,
WE026,1,3,15,1997,10,3,4,6,S,GLSA,N,L,358,,,13.30,11.50,81.0,F,NL,,,,,
WE026,1,3,15,1997,10,3,4,6,S,TATO,N,L,355,,,12.00,10.80,62.0,F,NL,,,,,
WE026,1,3,15,1997,10,3,3,10,S,GLSA,N,L,354,,,13.60,13.20,90.0,M,TR,,,,,
WE026,1,3,15,1997,10,3,3,2,P,PEMA,N,L,369,,,6.50,6.30,9.0,F,NL,,,,,
WE026,1,3,15,1997,10,3,2,1,S,TATO,N,L,223,,,12.90,10.20,88.0,M,TR,,,,,
WE026,1,3,15,1997,10,3,2,2,S,TATO,P,L,,361,,12.50,10.40,73.0,M,TR,,3,,,
WE026,1,3,15,1997,10,3,2,4,S,PEMA,N,D,,,,,,,F,NL,2,,,,
WE026,1,3,15,1997,10,3,1,1,S,CLCA,N,L,472,,,7.70,3.70,16.0,F,NL,,,,,
WE026,1,3,15,1997,10,3,1,6,S,GLSA,N,L,,356,,11.50,13.70,90.0,M,TR,,,,,
WE026,1,3,15,1997,10,3,1,2,S,ZATR,N,L,267,,,8.50,15.00,27.0,M,TR,,,,,
WE026,1,3,15,1997,10,3,1,5,S,TATO,R,L,,174,,,,83.0,M,TR,,,,,
WE026,1,3,15,1997,10,3,1,5,S,CLCA,N,D,,,,,,,U,U,,,,,
WE026,1,3,15,1997,10,3,1,7,S,TATO,N,L,327,,,15.00,13.00,73.0,M,TR,,,,,
WE026,1,2,1,1999,10,5,4,10,S,TATO,N,L,6587,,,,,100.0,F,NL,,1,,,
WE026,1,2,1,1999,10,8,4,9,S,TATO,N,L,6489,,,,,76.5,M,TR,,,,,
WE026,1,2,1,1999,10,9,4,3,P,SOTR,N,D,,,,,,5.0,U,U,1,,,,
WE026,1,2,1,1999,10,9,2,7,S,TATO,N,L,,6528,,,,80.0,M,TR,,,,,
WE026,1,2,1,1999,10,9,4,3,S,TATO,RT,L,6587,6533,,,,94.0,F,U,,2,,,
WE026,1,2,1,1999,10,8,4,5,P,SOTR,N,D,,,,,,4.5,U,U,1,3,,,
WE026,1,2,1,1999,10,9,4,2,S,TATO,R,L,6489,,,,,,M,U,,,,,
WE026,1,2,1,1999,10,10,4,8,S,PEMA,N,L,,6371,,,,15.0,M,TR,,,,,
WE026,1,2,1,1999,10,9,4,1,S,GLSA,N,L,,6536,,,,86.0,M,TR,,,,,
WE026,1,2,1,1999,10,8,4,1,S,SOTR,N,D,,,,,,4.5,U,U,1,,,,
WE026,1,2,1,1999,10,9,3,9,S,SOSP,N,L,,,1,,,8.0,F,L,,,,,
WE026,1,2,1,1999,10,10,4,7,S,TATO,RT,L,,6396,,,,,F,U,,1,,,
WE026,1,2,1,1999,10,9,3,5,S,TATO,N,L,,6569,,,,79.0,M,TR,,,,,
WE026,1,2,1,1999,10,8,3,1,S,SOSP,R,L,,,1,,,4.0,U,U,,,,,
WE026,1,2,1,1999,10,9,3,2,S,SOTR,N,D,,,,,,4.0,U,U,1,,,,
WE026,1,2,1,1999,10,10,4,5,S,TATO,N,L,,6379,,,,74.0,F,NL,,,,,
WE026,1,2,1,1999,10,9,1,8,S,TATO,N,L,,6505,,,,87.0,F,NL,,,,,
WE026,1,2,1,1999,10,8,1,8,S,CLCA,N,D,,,,,,18.0,U,U,1,,,,
WE026,1,2,1,1999,10,9,1,9,S,PEMA,R,L,,6409,,,,,M,U,,,,,
WE026,1,2,1,1999,10,10,4,4,S,GLSA,R,L,,6362,,,,,F,U,,,,,
WE026,1,2,1,1999,10,9,2,2,S,CLCA,R,L,,6320,,,,,F,U,,,,,
WE026,1,2,1,1999,10,8,2,1,S,PEMA,N,L,,6409,,8.60,9.00,18.0,M,TR,,7,,,
WE026,1,2,1,1999,10,5,4,9,S,GLSA,N,L,,6362,,,,82.0,F,NL,,,,,
WE026,1,2,1,1999,10,10,4,2,S,TATO,R,L,6403,,,,,,M,U,,2,,,
WE026,1,2,1,1999,10,6,3,5,S,SOSP,N,L,,,1,5.50,5.40,6.0,U,U,,,,,
WE026,1,2,1,1999,10,8,2,9,S,SOTR,N,D,,,,,,3.5,U,U,1,8,,,
WE026,1,2,1,1999,10,7,4,9,S,TATO,N,L,,6372,,,,80.0,M,TR,,,,,
WE026,1,2,1,1999,10,10,3,8,P,SOTR,E,L,,,,,,,U,U,,,,,
WE026,1,2,1,1999,10,7,1,8,P,SOTR,N,L,,,1,,,5.0,U,U,,,,,
WE026,1,2,1,1999,10,9,4,10,S,SOSP,N,D,,,,,,7.0,U,U,1,,,,
WE026,1,2,1,1999,10,5,2,10,P,SOTR,N,D,,,,,,5.0,F,NL,1,,,,
WE026,1,2,1,1999,10,6,1,10,S,CLCA,N,L,,6564,,,,26.0,F,NL,,,,,
WE026,1,2,1,1999,10,7,4,7,S,SOTR,N,D,,,,,,4.0,U,U,1,,,,
WE026,1,2,1,1999,10,7,2,10,P,SOTR,E,L,,,,,,,U,U,,,,,
WE026,1,2,1,1999,10,6,4,8,S,PEMA,R,L,,6338,,,,,M,U,,,,,
WE026,1,2,1,1999,10,10,3,8,P,SOTR,N,D,,,,,,4.5,U,U,1,3,,,
WE026,1,2,1,1999,10,9,4,5,S,TATO,N,L,,6530,,,,89.0,M,TR,,1,,,
WE026,1,2,1,1999,10,10,3,1,S,SOSP,R,D,,,1,,,6.0,U,U,1,,,,
WE026,1,2,1,1999,10,5,4,9,S,PEMA,N,L,,6338,,,,11.0,M,TR,,,,,
WE026,1,2,1,1999,10,10,1,1,S,GLSA,N,L,,6330,,,,146.0,F,NL,,4,,,
WE026,1,1,19,1999,9,28,4,4,S,PEMA,R,L,,6392,,,,,F,U,,,,,
WE026,1,2,1,1999,10,6,4,6,S,GLSA,N,L,,6596,,,,140.0,M,TR,,,,,
WE026,1,3,15,1999,10,26,2,1,S,TATO,N,L,,6595,,12.30,11.20,86.0,F,NL,,,,,
WE026,1,2,1,1999,10,7,4,10,P,SOTR,N,D,,,,,,5.0,U,U,1,,,,
WE026,1,2,2,1999,10,5,1,5,S,PEMA,NE,L,,,,,,,U,U,,,,,
WE026,1,2,1,1999,10,7,1,3,S,TATO,NE,L,,,,,,88.0,U,U,,,,,
WE026,1,3,15,1999,10,26,2,6,S,TATO,R,L,,6383,,,,,F,U,,,,,
WE026,1,2,1,1999,10,8,4,10,S,TATO,N,L,6403,,,,,72.5,M,TR,,1,,,
WE026,1,2,2,1999,10,5,1,7,S,PEMA,N,L,,6307,,,,23.0,F,NL,,1,,,
WE026,1,2,1,1999,10,8,4,4,P,SOTR,N,D,,,,,,4.0,U,U,1,4,,,
WE026,1,3,15,1999,10,26,3,5,S,TATO,R,L,,6377,,,,,M,U,,,,,
WE026,1,2,1,1999,10,8,1,3,S,TATO,E,L,,,,,,86.0,U,U,,5,,,
WE026,1,2,2,1999,10,5,2,1,S,PEMA,N,L,6487,,,,,19.5,M,TD,,,,,
WE026,1,2,1,1999,10,8,2,8,S,TATO,R,L,,6372,,,,,M,U,,,,,
WE026,1,3,15,1999,10,26,4,1,S,GLSA,N,L,,6457,,,,167.0,F,NL,,,,,
WE026,1,2,1,1999,10,9,4,8,S,TATO,R,L,6403,,,,,,M,U,,,,,
WE026,1,2,2,1999,10,5,3,2,S,SOTR,N,D,,,,,,4.9,F,NL,1,1,,,
WE026,1,2,1,1999,10,5,2,6,P,SOSP,N,L,,,1,,,7.0,U,U,,,,,
WE026,1,3,15,1999,10,26,4,3,P,SOSP,N,D,,,,5.70,4.90,8.5,U,U,1,,,,
WE026,1,2,1,1999,10,7,4,8,S,TATO,R,L,6587,,,,,,F,U,,,,,
WE026,1,2,2,1999,10,5,3,5,S,PEMA,N,L,,6455,,,,18.5,F,NL,,2,,,
WE026,1,2,1,1999,10,8,4,7,S,TATO,N,L,,6494,,,,90.0,F,NL,,2,,,
WE026,1,3,16,1999,10,19,2,9,S,TATO,N,L,,6471,,,,86.0,M,TR,,1,,,
WE026,1,2,1,1999,10,8,1,10,S,CLCA,N,D,,6420,,,,21.0,M,TR,1,6,,,
WE026,1,2,2,1999,10,5,3,6,S,TATO,N,L,6432,,,,,85.0,F,NL,,,,,
WE026,1,2,1,1999,10,9,4,4,S,GLSA,N,L,,6541,,,,91.0,M,TR,,,,,
WE026,1,3,16,1999,10,20,3,5,P,MIOR,N,L,,6386,,7.30,2.30,10.0,M,TR,,,,,
WE026,1,2,1,1999,10,8,3,7,S,SOTR,N,D,,,,,,4.0,U,U,1,,,,
WE026,1,2,2,1999,10,5,4,1,S,PEMA,N,L,,6306,,,,23.0,F,P,,2,,,
WE026,1,2,1,1999,10,6,1,7,S,SOTR,N,D,,,,,,4.0,U,U,1,,,,
WE026,1,3,16,1999,10,21,2,10,S,SOTR,N,D,,,,4.00,4.90,4.0,U,U,1,,,,
WE026,1,2,1,1999,10,11,2,10,S,SCOR,N,L,,,,,,52.0,U,U,,,,,
WE026,1,2,2,1999,10,5,4,1,P,PEMA,N,L,,6333,,6.10,6.30,9.0,F,NL,,,,,
WE026,1,2,1,1999,10,11,2,1,S,TATO,U,D,,,,,,,F,NL,1,1,,,
WE026,1,3,16,1999,10,21,2,9,S,SOTR,N,D,,,,4.10,5.10,4.0,U,U,1,,,,
WE026,1,3,16,1999,10,23,3,2,S,SCOR,R,L,,,,,,,U,U,,2,,,
WE026,1,2,2,1999,10,6,1,5,S,PEMA,N,L,,6353,,,,24.0,F,P,,1,,,
WE026,1,2,1,1999,10,11,4,8,S,PEMA,N,L,,6418,,,,13.0,F,NL,,,,,
WE026,1,3,16,1999,10,21,3,3,S,SCOR,N,L,,,,10.80,3.50,49.0,U,U,,,,,
WE026,1,2,1,1999,10,11,4,7,S,TATO,R,L,,6530,,,,,M,U,,,,,
WE026,1,2,2,1999,10,6,1,8,S,PEMA,R,L,,6307,,,,,F,U,,,,,
WE026,1,2,1,1999,10,11,4,3,S,GLSA,N,L,6421,,,,,85.5,F,NL,,,,,
WE026,1,3,16,1999,10,21,4,1,P,MIOR,N,L,,6532,,8.30,3.40,17.0,M,TR,,,,,
WE026,1,2,1,1999,10,11,3,10,S,SOSP,N,D,,,,,,6.0,U,U,1,3,,,
WE026,1,2,2,1999,10,6,1,9,S,PEMA,N,L,,6308,,,,10.0,M,TR,,,,,
WE026,1,2,1,1999,10,11,3,8,P,SOTR,N,L,,,1,,,4.5,U,U,,,,,
WE026,1,3,16,1999,10,22,2,9,S,TATO,E,L,,,,,,86.0,U,U,,,,,
WE026,1,2,1,1999,10,11,3,6,S,SOTR,E,L,,,,,,,U,U,,,,,
WE026,1,2,2,1999,10,6,2,2,S,PEMA,R,L,6487,,,,,,M,U,,,,,
WE026,1,2,1,1999,10,11,3,3,S,GLSA,N,L,6415,,,,,89.0,F,NL,,,,,
WE026,1,3,16,1999,10,22,2,3,S,SOTR,N,D,,,,5.30,5.40,4.0,F,L,1,,,,
WE026,1,2,1,1999,10,11,1,2,S,TATO,R,L,,6569,,,,,M,U,,,,,
WE026,1,2,2,1999,10,6,2,9,S,TATO,NE,L,,,,,,73.0,U,U,,,,,
WE026,1,2,1,1999,10,12,4,4,S,TATO,R,L,6587,6533,,,,,F,U,,,,,
WE026,1,3,16,1999,10,22,3,5,S,SOTR,N,D,,,,4.80,5.00,4.0,U,U,1,,,,
WE026,1,2,1,1999,10,12,3,7,P,SOTR,N,L,,,,,,4.0,U,U,,,,,
WE026,1,2,2,1999,10,6,3,1,P,PEMA,N,L,,6312,,,,9.0,F,NL,,,,,
WE026,1,2,1,1999,10,12,4,9,S,TATO,R,L,,6379,,,,,F,U,,,,,
WE026,1,3,16,1999,10,22,4,3,S,SOTR,N,D,,,,5.00,5.50,5.0,U,U,1,,,,
WE026,1,2,1,1999,10,12,4,7,S,SOTR,N,D,,,,,,5.0,U,U,1,,,,
WE026,1,2,2,1999,10,6,4,2,S,PEMA,R,L,,6306,,,,,F,P,,,,,
WE026,1,2,1,1999,10,12,4,4,S,TATO,R,L,,6372,,,,,M,U,,,,,
WE026,1,3,16,1999,10,23,1,2,P,SOTR,N,D,,,,5.00,5.10,4.0,U,U,1,,,,
WE026,1,2,1,1999,10,12,3,6,S,SOSP,R,D,,,,,,6.0,U,U,1,,,,
WE026,1,2,2,1999,10,6,4,6,S,PEMA,R,L,,6455,,,,,F,U,,,,,
WE026,1,2,1,1999,10,12,2,6,P,SOTR,N,D,,,,,,3.5,U,U,1,,,,
WE026,1,3,16,1999,10,23,1,2,P,MIOR,N,L,6435,,,,,16.0,F,NL,,1,,,
WE026,1,2,1,1999,10,12,1,8,S,PEMA,R,L,6319,6409,,,,,M,U,,,,,
WE026,1,2,2,1999,10,6,4,10,S,PEMA,N,L,,6347,,,,9.0,F,NL,,,,,
WE026,1,2,1,1999,10,12,1,3,S,CLCA,N,L,,6394,,,,20.0,F,NL,,,,,
WE026,1,3,16,1999,10,23,2,2,S,SOTR,N,D,,,,4.70,5.20,4.0,U,U,1,,,,
WE026,1,3,14,1999,10,19,3,6,P,SOTR,N,D,,,,,,5.0,U,U,1,,,,
WE026,1,2,2,1999,10,7,1,3,S,TATO,N,L,,6579,,,,75.0,F,NL,,,,,
WE026,1,3,14,1999,10,19,4,1,S,PEMA,N,L,,6304,,,,18.0,F,NL,,1,,,
WE026,1,3,16,1999,10,23,3,7,S,SOTR,N,D,,,,5.80,5.20,4.5,U,U,1,,,,
WE026,1,3,14,1999,10,20,4,1,S,PEMA,R,L,,6304,,7.50,8.10,,F,U,,,,,
WE026,1,2,2,1999,10,7,1,6,S,PEMA,R,L,,6338,,,,,M,U,,,,,
WE026,1,3,14,1999,10,21,2,10,S,PEMA,R,L,6412,,,,,,F,U,,,,,
WE026,1,2,1,1999,10,11,4,8,S,TATO,R,L,,6396,,,,,F,U,,2,,,
WE026,1,3,14,1999,10,22,1,3,P,SOSP,N,L,,,1,6.10,5.20,6.0,U,U,,,,,
WE026,1,2,2,1999,10,7,1,7,S,PEMA,R,L,,6353,,,,,F,P,,,,,
WE026,1,3,14,1999,10,22,2,7,S,PEMA,R,L,6412,,,,,,F,U,,,,,
WE026,1,2,1,1999,10,11,4,3,S,GLSA,R,L,,6536,,,,,M,U,,,,,
WE026,1,3,14,1999,10,22,4,1,S,PEMA,N,L,,6342,,7.40,7.90,11.0,M,TR,,,,,
WE026,1,2,2,1999,10,7,1,9,S,PEMA,R,L,,6307,,,,,F,U,,,,,
WE026,1,3,14,1999,10,23,2,4,S,SOTR,N,D,,,,4.50,5.40,5.0,U,U,1,,,,
WE026,1,2,1,1999,10,11,3,8,S,SOSP,R,L,,,1,,,,U,U,,4,,,
WE026,1,3,14,1999,10,23,3,8,S,SOTR,N,D,,,,4.70,5.50,5.0,U,U,1,,,,
WE026,1,2,2,1999,10,7,2,5,S,TATO,N,L,6458,,,,,71.0,F,NL,,1,,,
WE026,1,3,14,1999,10,23,4,4,S,SOTR,N,D,,,,4.80,5.10,5.0,U,U,1,,,,
WE026,1,2,1,1999,10,11,3,2,S,SOSP,N,L,,,,,,6.0,U,U,,,,,
WE026,1,3,14,1999,10,24,2,5,P,SOTR,N,D,,,,4.90,5.30,4.0,U,U,1,,,,
WE026,1,2,2,1999,10,7,2,5,S,TATO,N,L,6464,,,,,73.0,M,TR,,,,,
WE026,1,3,14,1999,10,24,2,7,S,PEMA,R,L,6412,,,,,,F,U,,,,,
WE026,1,2,1,1999,10,12,3,7,P,SOTR,N,L,,,,,,4.0,U,U,,,,,
WE026,1,3,14,1999,10,24,3,10,S,PEMA,R,L,,6342,,,,,M,U,,,,,
WE026,1,2,2,1999,10,7,2,10,S,PEMA,R,L,6487,,,,,,M,U,,,,,
WE026,1,3,14,1999,10,24,4,5,P,SOTR,E,L,,,,,,,U,U,,,,,
WE026,1,2,1,1999,10,12,4,8,S,TATO,R,L,,6396,,,,,F,U,,,,,
WE026,1,3,14,1999,10,25,2,10,P,ENES,N,L,,,,4.20,3.10,1.0,U,U,,,,,
WE026,1,2,2,1999,10,7,3,3,S,TATO,N,L,6469,,,,,77.5,F,NL,,,,,
WE026,1,3,14,1999,10,25,2,3,P,SOTR,N,D,,,,4.90,4.90,4.0,U,U,1,,,,
WE026,1,2,1,1999,10,12,3,10,S,SOTR,N,D,,,,,,5.0,U,U,1,,,,
WE026,1,3,14,1999,10,25,3,8,S,PEMA,R,L,,6304,,,,,F,U,,,,,
WE026,1,2,2,1999,10,7,3,5,S,PEMA,N,L,6436,,,,,9.0,F,NL,,,,,
WE026,1,3,14,1999,10,25,4,10,P,SOTR,N,L,,,1,5.40,4.90,5.0,U,U,,,,,
WE026,1,2,1,1999,10,12,1,9,S,TATO,R,L,,6324,,,,,F,U,,,,,
WE026,1,3,14,1999,10,26,1,9,P,SOSP,N,L,,,,4.70,4.20,,U,U,,,,,
WE026,1,2,2,1999,10,7,4,1,S,PEMA,E,L,,,,,,,U,U,,,,,
WE026,1,3,14,1999,10,26,1,7,P,SCOR,N,D,,,,9.70,3.80,,U,U,1,,,,
WE026,1,3,14,1999,10,19,1,3,P,SOTR,N,D,,,,,,4.0,U,U,1,,,,
WE026,1,3,14,1999,10,26,1,3,S,TATO,N,L,6478,,,13.20,,82.0,F,U,,,,,
WE026,1,2,2,1999,10,7,4,6,S,PEMA,R,L,,6455,,,,,F,U,,,,,
WE026,1,3,14,1999,10,26,2,5,P,SOSP,R,D,,,,,,6.0,U,U,1,,,,
WE026,1,3,14,1999,10,20,1,3,S,PEMA,N,L,6412,,,6.90,6.30,10.0,F,NL,,,,,
WE026,1,3,14,1999,10,26,3,8,S,PEMA,R,L,,6304,,,,,F,U,,,,,
WE026,1,2,2,1999,10,7,4,10,S,PEMA,R,L,,6327,,,,,U,U,,,,,
WE026,1,3,14,1999,10,26,4,7,S,SOTR,N,D,,,,4.30,5.10,4.0,U,U,1,,,,
WE026,1,3,14,1999,10,21,4,2,S,PEMA,R,L,,6304,,,,,F,P,,,,,
WE026,1,3,15,1999,10,19,1,5,S,GLSA,N,L,,6326,,,,145.0,F,NL,,,,,
WE026,1,2,2,1999,10,7,4,10,P,PEMA,N,L,6481,,,,,9.0,F,NL,,,,,
WE026,1,3,15,1999,10,19,1,9,S,TATO,P,L,6335,,,,,79.0,F,NL,,1,,,
WE026,1,3,14,1999,10,22,3,10,S,PEMA,R,L,,6304,,,,,F,U,,,,,
WE026,1,3,15,1999,10,19,3,6,S,GLSA,N,L,,6577,,,,141.0,M,TR,,,,,
WE026,1,2,2,1999,10,8,1,7,S,PEMA,R,L,,6338,,,,,M,U,,,,,
WE026,1,3,15,1999,10,19,4,7,S,TATO,N,L,6404,,,,,94.0,M,TR,,,,,
WE026,1,3,14,1999,10,23,2,3,P,SOTR,N,D,,,,4.20,5.10,4.0,U,U,1,,,,
WE026,1,3,15,1999,10,19,4,8,S,TATO,N,L,,6529,,,,82.0,M,TR,,,,,
WE026,1,2,2,1999,10,8,1,7,S,PEMA,R,L,,6353,,,,,F,P,,,,,
WE026,1,3,15,1999,10,20,1,3,S,TATO,N,L,,6593,,13.10,10.20,86.0,M,TR,,,,,
WE026,1,3,14,1999,10,24,1,3,S,TATO,E,L,,,,,,83.0,U,U,,,,,
WE026,1,3,15,1999,10,20,1,9,S,TATO,R,L,6335,,,11.80,7.50,,F,U,,1,,,
WE026,1,2,2,1999,10,8,1,8,P,PEMA,N,L,,6514,,,,9.0,F,NL,,,,,
WE026,1,3,15,1999,10,20,2,7,S,CLCA,N,L,,6578,,6.20,4.20,14.0,F,NL,,,,,
WE026,1,3,14,1999,10,24,3,9,S,PEMA,R,L,,6304,,,,,F,U,,,,,
WE026,1,3,15,1999,10,20,2,10,P,SOTR,N,L,,,1,6.00,5.30,4.0,U,U,,2,,,
WE026,1,2,2,1999,10,8,1,8,P,PEMA,N,L,,6556,,,,8.0,M,TR,,,,,
WE026,1,3,15,1999,10,20,3,6,S,TATO,R,L,6404,,,14.40,10.30,,M,U,,,,,
WE026,1,3,14,1999,10,25,1,2,S,SOSP,N,L,,,,5.30,5.50,8.0,F,NL,,,,,
WE026,1,3,15,1999,10,20,4,4,S,TATO,N,L,,6302,,13.00,9.90,75.0,M,TR,,,,,
WE026,1,2,2,1999,10,8,1,9,S,PEMA,N,L,,6531,,5.80,6.70,9.0,M,TR,,,,,
WE026,1,3,15,1999,10,20,4,7,S,TATO,R,L,,6529,,12.30,9.90,,M,U,,,,,
WE026,1,3,14,1999,10,25,2,5,S,PEMA,R,L,6412,,,,,,F,U,,,,,
WE026,1,3,15,1999,10,21,1,7,S,TATO,R,L,,6323,,,,,M,U,,,,,
WE026,1,2,2,1999,10,8,2,1,S,PEMA,N,L,,6539,,6.30,6.90,11.0,M,TR,,,,,
WE026,1,3,15,1999,10,21,2,1,S,TATO,N,L,6448,,,12.10,10.70,81.0,M,TR,,,,,
WE026,1,3,14,1999,10,25,4,2,S,PEMA,R,L,,6342,,,,,M,U,,,,,
WE026,1,3,15,1999,10,21,2,2,S,TATO,N,L,6434,,,12.60,9.30,86.0,F,NL,,,,,
WE026,1,2,2,1999,10,8,2,7,S,PEMA,R,L,,6307,,,,,F,U,,,,,
WE026,1,3,15,1999,10,21,3,1,S,TATO,R,L,,6431,,,,,M,U,,,,,
WE026,1,3,14,1999,10,26,1,5,S,SOTR,N,D,,,,4.00,4.90,4.0,U,U,1,,,,
WE026,1,3,15,1999,10,21,4,2,S,TATO,R,L,,6302,,,,,M,U,,,,,
WE026,1,2,2,1999,10,8,2,9,S,TATO,R,L,6469,,,,,,F,U,,,,,
WE026,1,3,15,1999,10,21,4,9,S,TATO,R,L,,6529,,,,,M,U,,,,,
WE026,1,3,14,1999,10,26,3,2,P,ENES,N,L,,,,5.90,4.10,,M,U,,,,,
WE026,1,3,15,1999,10,22,1,7,S,TATO,R,L,,6323,,,,,M,U,,,,,
WE026,1,2,2,1999,10,8,2,10,S,PEMA,RT,L,6487,6594,,,,,M,U,,1,,,
WE026,1,3,15,1999,10,22,1,10,S,GLSA,N,L,,6518,,14.30,13.50,131.0,F,NL,,2,,,
WE026,1,3,14,1999,10,26,4,1,S,TATO,R,L,,6591,,,,,U,U,,,,,
WE026,1,3,15,1999,10,22,2,2,S,TATO,N,L,,6357,,12.40,7.70,70.0,M,TR,,1,,,
WE026,1,2,2,1999,10,8,3,6,S,PEMA,N,L,,6510,,5.90,6.30,9.0,M,TR,,,,,
WE026,1,3,15,1999,10,22,2,3,S,TATO,N,L,,6378,,14.20,,85.0,F,NL,,,,,
WE026,1,3,15,1999,10,19,2,1,S,TATO,N,L,,6387,,,,73.0,M,TR,,,,,
WE026,1,3,15,1999,10,22,2,6,S,SOTR,R,L,,,1,6.30,5.90,4.0,U,U,,,,,
WE026,1,2,2,1999,10,8,3,9,S,PEMA,N,L,,6521,,,,17.0,F,L,,,,,
WE026,1,3,15,1999,10,22,3,2,S,TATO,R,L,,6302,,,,,M,U,,,,,
WE026,1,3,15,1999,10,19,4,7,S,TATO,N,L,6451,,,,,82.0,F,NL,,1,,,
WE026,1,3,15,1999,10,22,4,2,S,TATO,N,L,,6553,,11.20,10.40,72.0,M,TR,,1,,,
WE026,1,2,2,1999,10,8,4,5,S,PEMA,R,L,,6306,,,,,F,P,,2,,,
WE026,1,3,15,1999,10,22,4,8,S,TATO,R,L,6451,,,,,,F,U,,,,,
WE026,1,3,15,1999,10,20,1,6,P,CLCA,N,D,,,,6.40,4.10,13.0,F,NL,1,,,,
WE026,1,3,15,1999,10,23,1,7,S,GLSA,N,L,,6507,,14.50,12.30,127.0,F,NL,,,,,
WE026,1,2,2,1999,10,8,4,6,S,PEMA,R,L,,6455,,,,,F,U,,,,,
WE026,1,3,15,1999,10,23,2,2,S,SOSP,N,D,,,,6.10,5.00,6.0,U,U,1,,,,
WE026,1,3,15,1999,10,20,2,10,P,SOTR,NE,L,,,,,,,U,U,,2,,,
WE026,1,3,15,1999,10,23,2,3,S,TATO,R,L,,6387,,,,,M,U,,,,,
WE026,1,2,2,1999,10,8,4,7,S,PEMA,R,L,6436,,,,,,F,U,,,,,
WE026,1,3,15,1999,10,23,2,4,S,TATO,R,D,,6476,,,,,F,U,1,,,,
WE026,1,3,15,1999,10,20,4,3,S,GLSA,N,L,6368,,,14.90,12.50,107.0,M,TR,,,,,
WE026,1,3,15,1999,10,23,3,3,S,TATO,R,L,,6431,,,,,M,U,,,,,
WE026,1,2,2,1999,10,8,4,10,S,PEMA,R,L,,6327,,,,,U,U,,,,,
WE026,1,3,15,1999,10,23,4,1,S,TATO,R,L,6496,,,,,,F,U,,,,,
WE026,1,3,15,1999,10,20,4,8,S,CLCA,N,L,6485,,,8.00,,21.0,F,P,,1,,,
WE026,1,3,15,1999,10,23,4,3,S,TATO,R,L,,6550,,,,,U,U,,1,,,
WE026,1,2,2,1999,10,8,4,10,S,PEMA,R,L,,6347,,,,,F,U,,,,,
WE026,1,3,15,1999,10,23,4,6,S,TATO,N,L,6381,,,11.30,5.30,,F,NL,,1,,,
WE026,1,3,15,1999,10,21,2,1,S,TATO,N,L,,6476,,11.30,10.10,82.0,F,NL,,,,,
WE026,1,3,15,1999,10,23,4,8,S,TATO,R,L,,6529,,,,,M,U,,,,,
WE026,1,2,2,1999,10,9,1,3,S,PEMA,N,L,,6376,,,,30.0,F,P,,4,,,
WE026,1,3,15,1999,10,24,1,1,S,TATO,N,L,,6364,,13.10,10.10,87.0,F,NL,,,,,
WE026,1,3,15,1999,10,21,3,8,S,SOTR,N,D,,,,5.60,5.50,5.0,U,U,1,,,,
WE026,1,3,15,1999,10,24,1,10,S,GLSA,E,L,,,,,,102.0,U,U,,,,,
WE026,1,2,2,1999,10,9,1,7,S,PEMA,R,L,,6353,,,,,F,L,,3,,,
WE026,1,3,15,1999,10,24,2,3,S,TATO,R,L,,6387,,,,,M,U,,,,,
WE026,1,3,15,1999,10,21,4,10,S,TATO,N,L,,6504,,10.60,9.30,77.0,M,TR,,,,,
